City,District,Region,State,Zip
"Fredericksburg, VA",District #07,East,VA,22407
"Fredericksburg, VA",District #07,East,VA,22408
"Fredericksburg, VA",District #07,East,VA,22412
"Fredericktown, MO",District #29,Central,MO,63645
"Fredericktown, OH",District #14,East,OH,43019
"Fredericktown, PA",District #13,East,PA,15333
"Frederika, IA",District #27,Central,IA,50631
"Fredonia, AZ",District #39,West,AZ,86022
"Fredonia, KS",District #21,Central,KS,66736
"Fredonia, KY",District #25,Central,KY,42411
"Fredonia, ND",District #32,Central,ND,58440
"Fredonia, NY",District #06,East,NY,14063
"Fredonia, PA",District #14,East,PA,16124
"Fredonia, TX",District #23,Central,TX,76842
"Fredonia, WI",District #26,Central,WI,53021
"Free Soil, MI",District #18,East,MI,49411
"Free Union, VA",District #07,East,VA,22940
"Freeborn, MN",District #28,Central,MN,56032
"Freeburg, IL",District #29,Central,IL,62243
"Freeburg, MO",District #29,Central,MO,65035
"Freeburg, PA",District #06,East,PA,17827
"Freeburn, KY",District #15,East,KY,41528
"Freedom, CA",District #36,West,CA,95019
"Freedom, IN",District #17,East,IN,47431
"Freedom, NY",District #06,East,NY,14065
"Freedom, OK",District #21,Central,OK,73842
"Freedom, PA",District #13,East,PA,15042
"Freedom, WI",District #26,Central,WI,54131
"Freedom, WY",District #33,West,WY,83120
"Freehold, NJ",District #04,East,NJ,07728
"Freehold, NY",District #01,East,NY,12431
"Freeland, MD",District #05,East,MD,21053
"Freeland, MI",District #18,East,MI,48623
"Freeland, PA",District #03,East,PA,18224
"Freeland, WA",District #34,West,WA,98249
"Freelandville, IN",District #17,East,IN,47535
"Freeman Spur, IL",District #25,Central,IL,62841
"Freeman, MO",District #30,Central,MO,64746
"Freeman, SD",District #32,Central,SD,57029
"Freeman, VA",District #08,East,VA,23856
"Freeman, WV",District #15,East,WV,24724
"Freeport, FL",District #09,East,FL,32439
"Freeport, IL",District #27,Central,IL,61032
"Freeport, KS",District #21,Central,KS,67049
"Freeport, MI",District #18,East,MI,49325
"Freeport, MN",District #28,Central,MN,56331
"Freeport, NY",District #03,East,NY,11520
"Freeport, OH",District #14,East,OH,43973
"Freeport, PA",District #13,East,PA,16229
"Freeport, TX",District #23,Central,TX,77541
"Freeport, TX",District #23,Central,TX,77542
"Freer, TX",District #23,Central,TX,78357
"Freetown, IN",District #17,East,IN,47235
"Freeville, NY",District #01,East,NY,13068
"Freistatt, MO",District #21,Central,MO,65654
"Fremont Center, NY",District #01,East,NY,12736
"Fremont, CA",District #36,West,CA,94536
"Fremont, CA",District #36,West,CA,94537
"Fremont, CA",District #36,West,CA,94538
"Fremont, CA",District #36,West,CA,94539
"Fremont, CA",District #36,West,CA,94555
"Fremont, IA",District #29,Central,IA,52561
"Fremont, IN",District #17,East,IN,46737
"Fremont, MI",District #18,East,MI,49412
"Fremont, MI",District #18,East,MI,49413
"Fremont, MO",District #25,Central,MO,63941
"Fremont, NC",District #08,East,NC,27830
"Fremont, NE",District #30,Central,NE,68025
"Fremont, NE",District #30,Central,NE,68026
"Fremont, OH",District #14,East,OH,43420
"Fremont, WI",District #26,Central,WI,54940
"French Camp, CA",District #36,West,CA,95231
"French Camp, MS",District #24,Central,MS,39745
"French Creek, WV",District #13,East,WV,26218
"French Gulch, CA",District #35,West,CA,96033
"French Lick, IN",District #17,East,IN,47432
"French Settlement, LA",District #24,Central,LA,70733
"French Village, MO",District #29,Central,MO,63036
"Frenchburg, KY",District #16,East,KY,40322
"Frenchglen, OR",District #35,West,OR,97736
"Frenchmans Bayou, AR",District #25,Central,AR,72338
"Frenchton, WV",District #13,East,WV,26219
"Frenchtown, MT",District #33,West,MT,59834
"Frenchtown, NJ",District #03,East,NJ,08825
"Frenchville, PA",District #13,East,PA,16836
"Fresh Meadows, NY",District #03,East,NY,11365
"Fresh Meadows, NY",District #03,East,NY,11366
"Fresno, CA",District #36,West,CA,93650
"Fresno, CA",District #36,West,CA,93701
"Fresno, CA",District #36,West,CA,93702
"Fresno, CA",District #36,West,CA,93703
"Fresno, CA",District #36,West,CA,93704
"Fresno, CA",District #36,West,CA,93705
"Fresno, CA",District #36,West,CA,93706
"Fresno, CA",District #36,West,CA,93707
"Fresno, CA",District #36,West,CA,93708
"Fresno, CA",District #36,West,CA,93709
"Fresno, CA",District #36,West,CA,93710
"Fresno, CA",District #36,West,CA,93711
"Fresno, CA",District #36,West,CA,93712
"Fresno, CA",District #36,West,CA,93714
"Fresno, CA",District #36,West,CA,93715
"Fresno, CA",District #36,West,CA,93716
"Fresno, CA",District #36,West,CA,93717
"Fresno, CA",District #36,West,CA,93718
"Fresno, CA",District #36,West,CA,93720
"Fresno, CA",District #36,West,CA,93721
"Fresno, CA",District #36,West,CA,93722
"Fresno, CA",District #36,West,CA,93723
"Fresno, CA",District #36,West,CA,93724
"Fresno, CA",District #36,West,CA,93725
"Fresno, CA",District #36,West,CA,93726
"Fresno, CA",District #36,West,CA,93727
"Fresno, CA",District #36,West,CA,93728
"Fresno, CA",District #36,West,CA,93729
"Fresno, CA",District #36,West,CA,93730
"Fresno, CA",District #36,West,CA,93737
"Fresno, CA",District #36,West,CA,93740
"Fresno, CA",District #36,West,CA,93741
"Fresno, CA",District #36,West,CA,93744
"Fresno, CA",District #36,West,CA,93745
"Fresno, CA",District #36,West,CA,93747
"Fresno, CA",District #36,West,CA,93750
"Fresno, CA",District #36,West,CA,93755
"Fresno, CA",District #36,West,CA,93760
"Fresno, CA",District #36,West,CA,93761
"Fresno, CA",District #36,West,CA,93764
"Fresno, CA",District #36,West,CA,93765
"Fresno, CA",District #36,West,CA,93771
"Fresno, CA",District #36,West,CA,93772
"Fresno, CA",District #36,West,CA,93773
"Fresno, CA",District #36,West,CA,93774
"Fresno, CA",District #36,West,CA,93775
"Fresno, CA",District #36,West,CA,93776
"Fresno, CA",District #36,West,CA,93777
"Fresno, CA",District #36,West,CA,93778
"Fresno, CA",District #36,West,CA,93779
"Fresno, CA",District #36,West,CA,93786
"Fresno, CA",District #36,West,CA,93790
"Fresno, CA",District #36,West,CA,93791
"Fresno, CA",District #36,West,CA,93792
"Fresno, CA",District #36,West,CA,93793
"Fresno, CA",District #36,West,CA,93794
"Fresno, CA",District #36,West,CA,93844
"Fresno, CA",District #36,West,CA,93888
"Fresno, OH",District #14,East,OH,43824
"Fresno, TX",District #23,Central,TX,77545
"Frewsburg, NY",District #06,East,NY,14738
"Friant, CA",District #36,West,CA,93626
"Friars Point, MS",District #25,Central,MS,38631
"Friday Harbor, WA",District #34,West,WA,98250
"Friedens, PA",District #13,East,PA,15541
"Friedensburg, PA",District #03,East,PA,17933
"Friedheim, MO",District #25,Central,MO,63747
"Friend, NE",District #30,Central,NE,68359
"Friendly, WV",District #15,East,WV,26146
"Friendship, AR",District #25,Central,AR,71942
"Friendship, IN",District #17,East,IN,47021
"Friendship, MD",District #05,East,MD,20758
"Friendship, NY",District #06,East,NY,14739
"Friendship, OH",District #15,East,OH,45630
"Friendship, TN",District #25,Central,TN,38034
"Friendship, WI",District #27,Central,WI,53934
"Friendsville, MD",District #13,East,MD,21531
"Friendsville, PA",District #01,East,PA,18818
"Friendsville, TN",District #19,East,TN,37737
"Friendswood, TX",District #23,Central,TX,77546
"Friendswood, TX",District #23,Central,TX,77549
"Frierson, LA",District #24,Central,LA,71027
"Fries, VA",District #08,East,VA,24330
"Friesland, WI",District #26,Central,WI,53935
"Friona, TX",District #22,Central,TX,79035
"Frisco City, AL",District #09,East,AL,36445
"Frisco, CO",District #20,Central,CO,80443
"Frisco, NC",District #07,East,NC,27936
"Frisco, TX",District #22,Central,TX,75033
"Frisco, TX",District #22,Central,TX,75034
"Frisco, TX",District #22,Central,TX,75035
"Fritch, TX",District #21,Central,TX,79036
"Frohna, MO",District #25,Central,MO,63748
"Froid, MT",District #32,Central,MT,59226
"Fromberg, MT",District #33,West,MT,59029
"Front Royal, VA",District #07,East,VA,22630
"Frontenac, KS",District #21,Central,KS,66763
"Frontenac, MN",District #28,Central,MN,55026
"Frontier, MI",District #18,East,MI,49239
"Frontier, WY",District #20,Central,WY,83121
"Frost, MN",District #28,Central,MN,56033
"Frost, TX",District #23,Central,TX,76641
"Frostburg, MD",District #13,East,MD,21532
"Frostproof, FL",District #10,East,FL,33843
"Fruita, CO",District #20,Central,CO,81521
"Fruitdale, AL",District #24,Central,AL,36539
"Fruithurst, AL",District #09,East,AL,36262
"Fruitland Park, FL",District #12,East,FL,34731
"Fruitland, IA",District #27,Central,IA,52749
"Fruitland, ID",District #33,West,ID,83619
"Fruitland, MD",District #05,East,MD,21826
"Fruitland, NM",District #39,West,NM,87416
"Fruitland, UT",District #20,Central,UT,84027
"Fruitland, WA",District #33,West,WA,99129
"Fruitport, MI",District #18,East,MI,49415
"Fruitvale, TN",District #25,Central,TN,38336
"Fruitvale, TX",District #24,Central,TX,75127
"Fryburg, PA",District #13,East,PA,16326
"Ft Mitchell, KY",District #16,East,KY,41017
"Fulda, IN",District #25,Central,IN,47536
"Fulda, MN",District #32,Central,MN,56131
"Fulks Run, VA",District #07,East,VA,22830
"Fullerton, CA",District #37,West,CA,92831
"Fullerton, CA",District #37,West,CA,92832
"Fullerton, CA",District #37,West,CA,92833
"Fullerton, CA",District #37,West,CA,92834
"Fullerton, CA",District #37,West,CA,92835
"Fullerton, CA",District #37,West,CA,92836
"Fullerton, CA",District #37,West,CA,92837
"Fullerton, CA",District #37,West,CA,92838
"Fullerton, ND",District #32,Central,ND,58441
"Fullerton, NE",District #30,Central,NE,68638
"Fulshear, TX",District #23,Central,TX,77441
"Fulton, AL",District #24,Central,AL,36446
"Fulton, AR",District #25,Central,AR,71838
"Fulton, CA",District #36,West,CA,95439
"Fulton, IL",District #27,Central,IL,61252
"Fulton, IN",District #17,East,IN,46931
"Fulton, KS",District #30,Central,KS,66738
"Fulton, KY",District #25,Central,KY,42041
"Fulton, MD",District #05,East,MD,20759
"Fulton, MI",District #18,East,MI,49052
"Fulton, MO",District #29,Central,MO,65251
"Fulton, MS",District #19,East,MS,38843
"Fulton, NY",District #01,East,NY,13069
"Fulton, OH",District #14,East,OH,43321
"Fulton, SD",District #32,Central,SD,57340
"Fulton, TX",District #23,Central,TX,78358
"Fultondale, AL",District #19,East,AL,35068
"Fultonham, NY",District #01,East,NY,12071
"Fultonham, OH",District #15,East,OH,43738
"Fultonville, NY",District #01,East,NY,12072
"Fults, IL",District #29,Central,IL,62244
"Funk, NE",District #30,Central,NE,68940
"Funkstown, MD",District #05,East,MD,21734
"Funston, GA",District #12,East,GA,31753
"Fuquay Varina, NC",District #08,East,NC,27526
"Furlong, PA",District #04,East,PA,18925
"Furman, AL",District #09,East,AL,36741
"Furman, SC",District #11,East,SC,29921
"Fyffe, AL",District #09,East,AL,35971
"Gaastra, MI",District #26,Central,MI,49927
"Gabbs, NV",District #35,West,NV,89409
"Gable, SC",District #11,East,SC,29051
"Gabriels, NY",District #01,East,NY,12939
"Gackle, ND",District #32,Central,ND,58442
"Gadsden, AL",District #09,East,AL,35901
"Gadsden, AL",District #09,East,AL,35902
"Gadsden, AL",District #09,East,AL,35903
"Gadsden, AL",District #09,East,AL,35904
"Gadsden, AL",District #09,East,AL,35905
"Gadsden, AL",District #09,East,AL,35907
"Gadsden, AZ",District #39,West,AZ,85336
"Gadsden, SC",District #11,East,SC,29052
"Gadsden, TN",District #25,Central,TN,38337
"Gaffney, SC",District #11,East,SC,29340
"Gaffney, SC",District #11,East,SC,29341
"Gaffney, SC",District #11,East,SC,29342
"Gage, OK",District #21,Central,OK,73843
"Gagetown, MI",District #18,East,MI,48735
"Gail, TX",District #22,Central,TX,79738
"Gaines, MI",District #18,East,MI,48436
"Gaines, PA",District #06,East,PA,16921
"Gainesboro, TN",District #19,East,TN,38562
"Gainestown, AL",District #24,Central,AL,36540
"Gainesville, AL",District #24,Central,AL,35464
"Gainesville, FL",District #12,East,FL,32601
"Gainesville, FL",District #12,East,FL,32602
"Gainesville, FL",District #12,East,FL,32603
"Gainesville, FL",District #12,East,FL,32604
"Gainesville, FL",District #12,East,FL,32605
"Gainesville, FL",District #12,East,FL,32606
"Gainesville, FL",District #12,East,FL,32607
"Gainesville, FL",District #12,East,FL,32608
"Gainesville, FL",District #12,East,FL,32609
"Gainesville, FL",District #12,East,FL,32610
"Gainesville, FL",District #12,East,FL,32611
"Gainesville, FL",District #12,East,FL,32612
"Gainesville, FL",District #12,East,FL,32614
"Gainesville, FL",District #12,East,FL,32627
"Gainesville, FL",District #12,East,FL,32635
"Gainesville, FL",District #12,East,FL,32641
"Gainesville, FL",District #12,East,FL,32653
"Gainesville, GA",District #09,East,GA,30501
"Gainesville, GA",District #09,East,GA,30503
"Gainesville, GA",District #09,East,GA,30504
"Gainesville, GA",District #09,East,GA,30506
"Gainesville, GA",District #09,East,GA,30507
"Gainesville, MO",District #21,Central,MO,65655
"Gainesville, NY",District #06,East,NY,14066
"Gainesville, TX",District #22,Central,TX,76240
"Gainesville, TX",District #22,Central,TX,76241
"Gainesville, VA",District #07,East,VA,20155
"Gainesville, VA",District #07,East,VA,20156
"Gaithersburg, MD",District #05,East,MD,20877
"Gaithersburg, MD",District #05,East,MD,20878
"Gaithersburg, MD",District #05,East,MD,20879
"Gaithersburg, MD",District #05,East,MD,20882
"Gaithersburg, MD",District #05,East,MD,20883
"Gaithersburg, MD",District #05,East,MD,20884
"Gaithersburg, MD",District #05,East,MD,20885
"Gaithersburg, MD",District #05,East,MD,20898
"Gaithersburg, MD",District #05,East,MD,20899
"Gakona, AK",District #34,West,AK,99586
"Galata, MT",District #33,West,MT,59444
"Galatia, IL",District #25,Central,IL,62935
"Galax, VA",District #08,East,VA,24333
"Galena Park, TX",District #23,Central,TX,77547
"Galena, AK",District #34,West,AK,99741
"Galena, IL",District #27,Central,IL,61036
"Galena, KS",District #21,Central,KS,66739
"Galena, MD",District #04,East,MD,21635
"Galena, MO",District #21,Central,MO,65656
"Galena, OH",District #15,East,OH,43021
"Gales Creek, OR",District #34,West,OR,97117
"Gales Ferry, CT",District #02,East,CT,06335
"Galesburg, IL",District #29,Central,IL,61401
"Galesburg, IL",District #29,Central,IL,61402
"Galesburg, KS",District #21,Central,KS,66740
"Galesburg, MI",District #18,East,MI,49053
"Galesburg, ND",District #32,Central,ND,58035
"Galesville, MD",District #05,East,MD,20765
"Galesville, WI",District #27,Central,WI,54630
"Galeton, CO",District #20,Central,CO,80622
"Galeton, PA",District #06,East,PA,16922
"Galien, MI",District #17,East,MI,49113
"Galion, OH",District #14,East,OH,44833
"Galivants Ferry, SC",District #11,East,SC,29544
"Gallagher, WV",District #15,East,WV,25083
"Gallant, AL",District #19,East,AL,35972
"Gallatin Gateway, MT",District #33,West,MT,59730
"Gallatin, MO",District #30,Central,MO,64640
"Gallatin, TN",District #19,East,TN,37066
"Gallatin, TX",District #24,Central,TX,75764
"Gallaway, TN",District #25,Central,TN,38036
"Galliano, LA",District #24,Central,LA,70354
"Gallina, NM",District #39,West,NM,87017
"Gallion, AL",District #24,Central,AL,36742
"Gallipolis Ferry, WV",District #15,East,WV,25515
"Gallipolis, OH",District #15,East,OH,45631
"Gallitzin, PA",District #13,East,PA,16641
"Gallman, MS",District #24,Central,MS,39077
"Galloway, OH",District #15,East,OH,43119
"Galloway, WI",District #26,Central,WI,54432
"Galloway, WV",District #13,East,WV,26349
"Gallup, NM",District #39,West,NM,87301
"Gallup, NM",District #39,West,NM,87302
"Gallup, NM",District #39,West,NM,87305
"Gallupville, NY",District #01,East,NY,12073
"Galt, CA",District #35,West,CA,95632
"Galt, IA",District #28,Central,IA,50101
"Galt, IL",District #27,Central,IL,61037
"Galt, MO",District #30,Central,MO,64641
"Galva, IA",District #32,Central,IA,51020
"Galva, IL",District #27,Central,IL,61434
"Galva, KS",District #21,Central,KS,67443
"Galveston, IN",District #17,East,IN,46932
"Galveston, TX",District #23,Central,TX,77550
"Galveston, TX",District #23,Central,TX,77551
"Galveston, TX",District #23,Central,TX,77552
"Galveston, TX",District #23,Central,TX,77553
"Galveston, TX",District #23,Central,TX,77554
"Galveston, TX",District #23,Central,TX,77555
"Galvin, WA",District #34,West,WA,98544
"Galway, NY",District #01,East,NY,12074
"Gamaliel, AR",District #21,Central,AR,72537
"Gamaliel, KY",District #19,East,KY,42140
"Gambell, AK",District #34,West,AK,99742
"Gambier, OH",District #14,East,OH,43022
"Gambrills, MD",District #05,East,MD,21054
"Gamerco, NM",District #39,West,NM,87317
"Ganado, AZ",District #39,West,AZ,86505
"Ganado, TX",District #23,Central,TX,77962
"Gandeeville, WV",District #15,East,WV,25243
"Gann Valley, SD",District #32,Central,SD,57341
"Gans, OK",District #25,Central,OK,74936
"Gans, PA",District #13,East,PA,15439
"Gansevoort, NY",District #01,East,NY,12831
"Gantt, AL",District #09,East,AL,36038
"Gap Mills, WV",District #07,East,WV,24941
"Gap, PA",District #05,East,PA,17527
"Garards Fort, PA",District #13,East,PA,15334
"Garber, IA",District #27,Central,IA,52048
